SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO
RELIANCE,1750283.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1.0
TCS,1374873.0,IT - Software,Information Technology,Information Technology,1.0
HDFCBANK,1297213.0,Banks,Financial Services,Financial Services,1.0
ICICIBANK,700333.0,Banks,Financial Services,Financial Services,1.0
INFY,640269.0,IT - Software,Information Technology,Information Technology,1.0
HINDUNILVR,624921.0,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
BHARTIARTL,579043.0,Telecom - Services,Telecommunication,Telecommunication,1.0
ITC,576373.0,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
SBIN,572692.0,Banks,Financial Services,Financial Services,1.0
LICI,524058.0,Insurance,Financial Services,Financial Services,0.0
LT,483841.0,Construction,Construction,Industrials,1.0
BAJFINANCE,452084.0,Finance,Financial Services,Financial Services,1.0
HCLTECH,398366.0,IT - Software,Information Technology,Information Technology,1.0
KOTAKBANK,378426.0,Banks,Financial Services,Financial Services,1.0
AXISBANK,339273.0,Banks,Financial Services,Financial Services,1.0
TITAN,327229.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
ASIANPAINT,325624.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
ADANIENT,324792.0,Metals & Minerals Trading,Metals & Mining,Commodities,1.0
MARUTI,323893.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,1.0
ULTRACEMCO,302611.0,Cement & Cement Products,Construction Materials,Commodities,1.0
SUNPHARMA,302328.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
NTPC,301081.0,Power,Power,Utilities,1.0
BAJAJFINSV,269319.0,Finance,Financial Services,Financial Services,1.0
DMART,264198.0,Retailing,Consumer Services,Consumer Discretionary,0.0
TATAMOTORS,258983.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,1.0
ONGC,258525.0,Oil,Oil Gas & Consumable Fuels,Energy,1.0
NESTLEIND,256880.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
ADANIGREEN,253920.0,Power,Power,Utilities,0.0
WIPRO,245957.0,IT - Software,Information Technology,Information Technology,1.0
COALINDIA,231842.0,Consumable Fuels,Oil Gas & Consumable Fuels,Energy,1.0
ADANIPORTS,220982.0,Transport Infrastructure,Services,Services,1.0
POWERGRID,220099.0,Power,Power,Utilities,1.0
JSWSTEEL,214711.0,Ferrous Metals,Metals & Mining,Commodities,1.0
M&M,214509.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,1.0
ADANIPOWER,201718.0,Power,Power,Utilities,0.0
BAJAJ-AUTO,193129.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,1.0
HAL,187591.0,Aerospace & Defense,Capital Goods,Industrials,1.0
LTIM,185850.0,IT - Software,Information Technology,Information Technology,1.0
IOC,183435.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1.0
DLF,179213.0,Realty,Realty,Consumer Discretionary,1.0
TATASTEEL,171302.0,Ferrous Metals,Metals & Mining,Commodities,1.0
VBL,160713.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
JIOFIN,148000.0,Finance,Financial Services,Financial Services,0.0
SBILIFE,143388.0,Insurance,Financial Services,Financial Services,1.0
SIEMENS,143018.0,Electrical Equipment,Capital Goods,Industrials,1.0
GRASIM,140411.0,Cement & Cement Products,Construction Materials,Commodities,1.0
HDFCLIFE,138976.0,Insurance,Financial Services,Financial Services,1.0
HINDALCO,138035.0,Non - Ferrous Metals,Metals & Mining,Commodities,1.0
PIDILITIND,137836.0,Chemicals & Petrochemicals,Chemicals,Commodities,1.0
HINDZINC,134281.0,Non - Ferrous Metals,Metals & Mining,Commodities,0.0
BEL,134134.0,Aerospace & Defense,Capital Goods,Industrials,1.0
IRFC,129509.0,Finance,Financial Services,Financial Services,0.0
BRITANNIA,128643.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
PFC,126196.0,Finance,Financial Services,Financial Services,1.0
TECHM,124246.0,IT - Software,Information Technology,Information Technology,1.0
INDUSINDBK,124118.0,Banks,Financial Services,Financial Services,1.0
BANKBARODA,119381.0,Banks,Financial Services,Financial Services,1.0
ADANIENSOL,116357.0,Power,Power,Utilities,0.0
GODREJCP,115476.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
INDIGO,114047.0,Transport Services,Services,Services,1.0
EICHERMOT,113124.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,1.0
ATGL,108529.0,Gas,Oil Gas & Consumable Fuels,Energy,0.0
TRENT,108450.0,Retailing,Consumer Services,Consumer Discretionary,1.0
RECLTD,108357.0,Finance,Financial Services,Financial Services,1.0
ZOMATO,107754.0,Retailing,Consumer Services,Consumer Discretionary,0.0
GAIL,106648.0,Gas,Oil Gas & Consumable Fuels,Energy,1.0
TATAPOWER,105926.0,Power,Power,Utilities,1.0
CHOLAFIN,105794.0,Finance,Financial Services,Financial Services,1.0
PNB,105375.0,Banks,Financial Services,Financial Services,1.0
SHREECEM,103946.0,Cement & Cement Products,Construction Materials,Commodities,1.0
DIVISLAB,103750.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
AMBUJACEM,103194.0,Cement & Cement Products,Construction Materials,Commodities,1.0
TATACONSUM,101169.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
CIPLA,100919.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
ABB,98982.0,Electrical Equipment,Capital Goods,Industrials,1.0
LODHA,98665.0,Realty,Realty,Consumer Discretionary,0.0
DABUR,98640.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
BPCL,97833.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1.0
DRREDDY,96816.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
TVSMOTOR,96348.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,1.0
VEDL,95904.0,Diversified Metals,Metals & Mining,Commodities,1.0
UNIONBANK,88208.0,Banks,Financial Services,Financial Services,0.0
HAVELLS,85715.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
BAJAJHLDNG,85674.0,Finance,Financial Services,Financial Services,0.0
HEROMOTOCO,82873.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,1.0
POLYCAB,82590.0,Industrial Products,Capital Goods,Industrials,1.0
APOLLOHOSP,82072.0,Healthcare Services,Healthcare,Healthcare,1.0
IOB,81753.0,Banks,Financial Services,Financial Services,0.0
MCDOWELL-N,81172.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
MANKIND,79477.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
CANBK,79268.0,Banks,Financial Services,Financial Services,1.0
TORNTPHARM,77944.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
IDEA,77888.0,Telecom - Services,Telecommunication,Telecommunication,1.0
SHRIRAMFIN,77209.0,Finance,Financial Services,Financial Services,1.0
ICICIPRULI,77057.0,Insurance,Financial Services,Financial Services,1.0
JINDALSTEL,76201.0,Ferrous Metals,Metals & Mining,Commodities,1.0
SRF,73463.0,Chemicals & Petrochemicals,Chemicals,Commodities,1.0
IDBI,72364.0,Banks,Financial Services,Financial Services,0.0
SBICARD,72353.0,Finance,Financial Services,Financial Services,1.0
MARICO,70799.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
IRCTC,70640.0,Leisure Services,Consumer Services,Consumer Discretionary,1.0
BERGEPAINT,70473.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
ICICIGI,70151.0,Insurance,Financial Services,Financial Services,1.0
ZYDUSLIFE,69716.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
CGPOWER,69033.0,Electrical Equipment,Capital Goods,Industrials,0.0
MOTHERSON,68848.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,1.0
COLPAL,68721.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
TIINDIA,68454.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
HDFCAMC,68453.0,Capital Markets,Financial Services,Financial Services,1.0
JSWENERGY,67267.0,Power,Power,Utilities,0.0
BHEL,67239.0,Electrical Equipment,Capital Goods,Industrials,1.0
MAXHEALTH,66667.0,Healthcare Services,Healthcare,Healthcare,0.0
NAUKRI,66387.0,Retailing,Consumer Services,Consumer Discretionary,1.0
BOSCHLTD,65620.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,1.0
NHPC,64991.0,Power,Power,Utilities,0.0
AUROPHARMA,63598.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
IDFCFIRSTB,62753.0,Banks,Financial Services,Financial Services,1.0
INDHOTEL,62235.0,Leisure Services,Consumer Services,Consumer Discretionary,1.0
ALKEM,62162.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
YESBANK,61550.0,Banks,Financial Services,Financial Services,0.0
NMDC,61323.0,Minerals & Mining,Metals & Mining,Commodities,1.0
SOLARINDS,60945.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
LUPIN,60331.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
MUTHOOTFIN,59014.0,Finance,Financial Services,Financial Services,1.0
BHARATFORG,57640.0,Industrial Products,Capital Goods,Industrials,1.0
SUPREMEIND,57416.0,Industrial Products,Capital Goods,Industrials,0.0
PERSISTENT,56848.0,IT - Software,Information Technology,Information Technology,1.0
PATANJALI,56833.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
INDIANB,56761.0,Banks,Financial Services,Financial Services,0.0
HINDPETRO,56458.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,1.0
PGHH,56401.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
GODREJPROP,55803.0,Realty,Realty,Consumer Discretionary,1.0
LTTS,55515.0,IT - Services,Information Technology,Information Technology,1.0
MRF,54838.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,1.0
CUMMINSIND,54520.0,Industrial Products,Capital Goods,Industrials,1.0
TATAELXSI,54336.0,IT - Software,Information Technology,Information Technology,0.0
GICRE,54036.0,Insurance,Financial Services,Financial Services,0.0
INDUSTOWER,53360.0,Telecom - Services,Telecommunication,Telecommunication,1.0
PIIND,53268.0,Fertilizers & Agrochemicals,Chemicals,Commodities,1.0
ASHOKLEY,53188.0,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,1.0
AUBANK,52486.0,Banks,Financial Services,Financial Services,1.0
CONCOR,52305.0,Transport Services,Services,Services,1.0
FACT,52105.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
OBEROIRLTY,51886.0,Realty,Realty,Consumer Discretionary,1.0
SUZLON,51863.0,Electrical Equipment,Capital Goods,Industrials,0.0
MPHASIS,51669.0,IT - Software,Information Technology,Information Technology,1.0
ASTRAL,51335.0,Industrial Products,Capital Goods,Industrials,1.0
BANKINDIA,51286.0,Banks,Financial Services,Financial Services,0.0
SAIL,50950.0,Ferrous Metals,Metals & Mining,Commodities,1.0
TATACOMM,50516.0,Telecom - Services,Telecommunication,Telecommunication,1.0
SCHAEFFLER,50017.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
BALKRISIND,49741.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,1.0
NYKAA,49134.0,Retailing,Consumer Services,Consumer Discretionary,0.0
GMRINFRA,48650.0,Transport Infrastructure,Services,Services,1.0
LINDEINDIA,48169.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
TATATECH,47950.0,IT - Services,Information Technology,Information Technology,0.0
UCOBANK,47585.0,Banks,Financial Services,Financial Services,0.0
UBL,47302.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1.0
JSL,46936.0,Ferrous Metals,Metals & Mining,Commodities,0.0
PRESTIGE,46488.0,Realty,Realty,Consumer Discretionary,0.0
AWL,46139.0,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
MAZDOCK,45965.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
TORNTPOWER,44842.0,Power,Power,Utilities,0.0
UPL,44113.0,Fertilizers & Agrochemicals,Chemicals,Commodities,1.0
JSWINFRA,43691.0,Transport Infrastructure,Services,Services,0.0
CENTRALBK,43578.0,Banks,Financial Services,Financial Services,0.0
ABCAPITAL,43153.0,Finance,Financial Services,Financial Services,1.0
PAGEIND,43054.0,Textiles & Apparels,Textiles,Consumer Discretionary,1.0
DALBHARAT,42761.0,Cement & Cement Products,Construction Materials,Commodities,1.0
APLAPOLLO,42628.0,Industrial Products,Capital Goods,Industrials,0.0
KPITTECH,41679.0,IT - Software,Information Technology,Information Technology,0.0
3MINDIA,41565.0,Diversified,Diversified,Diversified,0.0
ACC,41463.0,Cement & Cement Products,Construction Materials,Commodities,1.0
L&TFH,41045.0,Finance,Financial Services,Financial Services,1.0
FLUOROCHEM,40644.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
OIL,40470.0,Oil,Oil Gas & Consumable Fuels,Energy,0.0
PAYTM,40343.0,Financial Technology (Fintech),Financial Services,Financial Services,0.0
PHOENIXLTD,40217.0,Realty,Realty,Consumer Discretionary,0.0
UNOMINDA,39488.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
DIXON,39202.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
BANDHANBNK,38839.0,Banks,Financial Services,Financial Services,1.0
SUNDARMFIN,38776.0,Finance,Financial Services,Financial Services,0.0
COFORGE,38758.0,IT - Software,Information Technology,Information Technology,1.0
FEDERALBNK,38086.0,Banks,Financial Services,Financial Services,1.0
RVNL,37812.0,Construction,Construction,Industrials,0.0
SONACOMS,37738.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
JUBLFOOD,37215.0,Leisure Services,Consumer Services,Consumer Discretionary,1.0
COROMANDEL,36830.0,Fertilizers & Agrochemicals,Chemicals,Commodities,1.0
OFSS,36647.0,IT - Software,Information Technology,Information Technology,1.0
THERMAX,36643.0,Electrical Equipment,Capital Goods,Industrials,0.0
KALYANKJIL,36443.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
POLICYBZR,35828.0,Financial Technology (Fintech),Financial Services,Financial Services,0.0
SJVN,35800.0,Power,Power,Utilities,0.0
NLCINDIA,35013.0,Power,Power,Utilities,0.0
AIAENG,34729.0,Industrial Products,Capital Goods,Industrials,0.0
NIACL,34550.0,Insurance,Financial Services,Financial Services,0.0
METROBRAND,34360.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
M&MFIN,34224.0,Finance,Financial Services,Financial Services,1.0
DEEPAKNTR,33825.0,Chemicals & Petrochemicals,Chemicals,Commodities,1.0
POONAWALLA,33515.0,Finance,Financial Services,Financial Services,0.0
PETRONET,33428.0,Gas,Oil Gas & Consumable Fuels,Energy,1.0
ESCORTS,33024.0,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,1.0
MFSL,32872.0,Insurance,Financial Services,Financial Services,1.0
HONAUT,32578.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
VOLTAS,32369.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
GLAXO,32287.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
MAHABANK,31937.0,Banks,Financial Services,Financial Services,0.0
GUJGASLTD,31762.0,Gas,Oil Gas & Consumable Fuels,Energy,1.0
GLAND,31689.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
FORTIS,31637.0,Healthcare Services,Healthcare,Healthcare,0.0
CRISIL,31578.0,Finance,Financial Services,Financial Services,0.0
BDL,31451.0,Aerospace & Defense,Capital Goods,Industrials,0.0
STARHEALTH,31259.0,Insurance,Financial Services,Financial Services,0.0
ABBOTINDIA,31186.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
MANYAVAR,30665.0,Retailing,Consumer Services,Consumer Discretionary,0.0
ZFCVINDIA,30348.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
LLOYDSME,30219.0,Ferrous Metals,Metals & Mining,Commodities,0.0
BSE,30121.0,Capital Markets,Financial Services,Financial Services,0.0
BIOCON,29967.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
LICHSGFIN,29511.0,Finance,Financial Services,Financial Services,1.0
ANGELONE,29296.0,Capital Markets,Financial Services,Financial Services,0.0
KEI,29295.0,Industrial Products,Capital Goods,Industrials,0.0
PSB,29280.0,Banks,Financial Services,Financial Services,0.0
IGL,29260.0,Gas,Oil Gas & Consumable Fuels,Energy,1.0
ITI,29254.0,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,0.0
JKCEMENT,29201.0,Cement & Cement Products,Construction Materials,Commodities,1.0
APOLLOTYRE,28830.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,1.0
DELHIVERY,28586.0,Transport Services,Services,Services,0.0
SYNGENE,28262.0,Healthcare Services,Healthcare,Healthcare,1.0
TATACHEM,28223.0,Chemicals & Petrochemicals,Chemicals,Commodities,1.0
KPRMILL,28193.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
SUNTV,28055.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,1.0
IPCALAB,28037.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
NAM-INDIA,27893.0,Capital Markets,Financial Services,Financial Services,0.0
IREDA,27576.0,Finance,Financial Services,Financial Services,0.0
BAYERCROP,27569.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
MSUMI,27278.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
ENDURANCE,27007.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
EXIDEIND,26970.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,1.0
KANSAINER,26895.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
ZEEL,26395.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,1.0
TATAMTRDVR,26361.0,Automobiles,Automobile and Auto Components,Consumer Discretionary,0.0
HINDCOPPER,26289.0,Non - Ferrous Metals,Metals & Mining,Commodities,1.0
SUNDRMFAST,26220.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
AJANTPHARM,26153.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
MEDANTA,25719.0,Healthcare Services,Healthcare,Healthcare,0.0
GRINDWELL,25665.0,Industrial Products,Capital Goods,Industrials,0.0
CREDITACC,25482.0,Finance,Financial Services,Financial Services,0.0
360ONE,25449.0,Finance,Financial Services,Financial Services,0.0
HATSUN,25282.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
CYIENT,25272.0,IT - Services,Information Technology,Information Technology,0.0
GODREJIND,25235.0,Diversified,Diversified,Diversified,0.0
HUDCO,25194.0,Finance,Financial Services,Financial Services,0.0
JBCHEPHARM,25115.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
IRB,25062.0,Construction,Construction,Industrials,0.0
EMAMILTD,24531.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
NH,24523.0,Healthcare Services,Healthcare,Healthcare,0.0
NATIONALUM,24299.0,Non - Ferrous Metals,Metals & Mining,Commodities,1.0
TIMKEN,24098.0,Industrial Products,Capital Goods,Industrials,0.0
APARINDS,24089.0,Electrical Equipment,Capital Goods,Industrials,0.0
GLENMARK,24041.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
RAMCOCEM,23986.0,Cement & Cement Products,Construction Materials,Commodities,1.0
AARTIIND,23556.0,Chemicals & Petrochemicals,Chemicals,Commodities,1.0
RATNAMANI,23481.0,Industrial Products,Capital Goods,Industrials,0.0
DEVYANI,23285.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
MRPL,23239.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0.0
ISEC,23221.0,Capital Markets,Financial Services,Financial Services,0.0
LAURUSLABS,23198.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,1.0
IIFL,22689.0,Finance,Financial Services,Financial Services,0.0
SKFINDIA,22653.0,Industrial Products,Capital Goods,Industrials,0.0
RELAXO,22492.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
KIOCL,22383.0,Ferrous Metals,Metals & Mining,Commodities,0.0
POWERINDIA,22300.0,Electrical Equipment,Capital Goods,Industrials,0.0
RADICO,22222.0,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
TATAINVEST,21627.0,Finance,Financial Services,Financial Services,0.0
LALPATHLAB,21537.0,Healthcare Services,Healthcare,Healthcare,1.0
FIVESTAR,21496.0,Finance,Financial Services,Financial Services,0.0
BATAINDIA,21241.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
ABFRL,21228.0,Retailing,Consumer Services,Consumer Discretionary,1.0
CARBORUNIV,21199.0,Industrial Products,Capital Goods,Industrials,0.0
ATUL,21185.0,Chemicals & Petrochemicals,Chemicals,Commodities,1.0
GILLETTE,21180.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
PEL,20894.0,Finance,Financial Services,Financial Services,1.0
KAJARIACER,20831.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
SONATSOFTW,20774.0,IT - Software,Information Technology,Information Technology,0.0
BRIGADE,20738.0,Realty,Realty,Consumer Discretionary,0.0
ASTERDM,20435.0,Healthcare Services,Healthcare,Healthcare,0.0
PNBHOUSING,20258.0,Finance,Financial Services,Financial Services,0.0
IDFC,20248.0,Finance,Financial Services,Financial Services,1.0
SUMICHEM,20165.0,Fertilizers & Agrochemicals,Chemicals,Commodities,0.0
CROMPTON,19878.0,Consumer Durables,Consumer Durables,Consumer Discretionary,1.0
BSOFT,19854.0,IT - Software,Information Technology,Information Technology,1.0
PFIZER,19535.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
CHOLAHLDNG,19491.0,Finance,Financial Services,Financial Services,0.0
BLUESTARCO,19482.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
CDSL,19082.0,Capital Markets,Financial Services,Financial Services,0.0
NAVINFLUOR,19079.0,Chemicals & Petrochemicals,Chemicals,Commodities,1.0
SUVENPHAR,18582.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
SANOFI,18518.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
TRIDENT,18473.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
MOTILALOFS,18433.0,Capital Markets,Financial Services,Financial Services,0.0
PPLPHARMA,18363.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
AFFLE,18268.0,IT - Services,Information Technology,Information Technology,0.0
VINATIORGA,17914.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
CIEINDIA,17913.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
TTML,17888.0,Telecom - Services,Telecommunication,Telecommunication,0.0
RRKABEL,17877.0,Industrial Products,Capital Goods,Industrials,0.0
COCHINSHIP,17825.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
CASTROLIND,17784.0,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0.0
JYOTHYLAB,17622.0,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
CESC,17504.0,Power,Power,Utilities,0.0
BLUEDART,17397.0,Transport Services,Services,Services,0.0
WHIRLPOOL,17369.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
JBMA,17314.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
ELGIEQUIP,17268.0,Industrial Products,Capital Goods,Industrials,0.0
GSPL,17265.0,Gas,Oil Gas & Consumable Fuels,Energy,0.0
CENTURYPLY,17065.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
RBLBANK,16828.0,Banks,Financial Services,Financial Services,1.0
KAYNES,16683.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
CELLO,16675.0,Consumer Durables,Consumer Durables,Consumer Discretionary,0.0
RHIM,16623.0,Industrial Products,Capital Goods,Industrials,0.0
CLEAN,16511.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
FINCABLES,16365.0,Industrial Products,Capital Goods,Industrials,0.0
PVRINOX,16339.0,Entertainment,Media Entertainment & Publication,Consumer Discretionary,1.0
INDIAMART,16320.0,Retailing,Consumer Services,Consumer Discretionary,1.0
MCX,16284.0,Capital Markets,Financial Services,Financial Services,1.0
INOXWIND,16200.0,Electrical Equipment,Capital Goods,Industrials,0.0
IRCON,16120.0,Construction,Construction,Industrials,0.0
SHYAMMETL,16013.0,Ferrous Metals,Metals & Mining,Commodities,0.0
DCMSHRIRAM,16009.0,Diversified,Diversified,Diversified,0.0
APTUS,15963.0,Finance,Financial Services,Financial Services,0.0
CGCL,15880.0,Finance,Financial Services,Financial Services,0.0
KIMS,15862.0,Healthcare Services,Healthcare,Healthcare,0.0
TVSHLTD,15710.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
EIHOTEL,15559.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
CHAMBLFERT,15552.0,Fertilizers & Agrochemicals,Chemicals,Commodities,1.0
CONCORDBIO,15441.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
FINEORG,15284.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
KEC,15091.0,Electrical Equipment,Capital Goods,Industrials,0.0
NSLNISP,15005.0,Ferrous Metals,Metals & Mining,Commodities,0.0
IEX,14918.0,Capital Markets,Financial Services,Financial Services,1.0
APLLTD,14841.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
TEJASNET,14771.0,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,0.0
TANLA,14737.0,IT - Software,Information Technology,Information Technology,0.0
NBCC,14688.0,Construction,Construction,Industrials,0.0
LAXMIMACH,14684.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
MANAPPURAM,14559.0,Finance,Financial Services,Financial Services,1.0
NATCOPHARM,14535.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
CHALET,14347.0,Leisure Services,Consumer Services,Consumer Discretionary,0.0
WELCORP,14339.0,Industrial Products,Capital Goods,Industrials,0.0
POLYMED,14267.0,Healthcare Equipment & Supplies,Healthcare,Healthcare,0.0
HONASA,14131.0,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
WELSPUNLIV,14086.0,Textiles & Apparels,Textiles,Consumer Discretionary,0.0
TITAGARH,14056.0,Industrial Manufacturing,Capital Goods,Industrials,0.0
ASAHIINDIA,14051.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
GESHIP,13934.0,Transport Services,Services,Services,0.0
ARE&M,13921.0,Auto Components,Automobile and Auto Components,Consumer Discretionary,0.0
REDINGTON,13821.0,Commercial Services & Supplies,Services,Services,0.0
ZENSARTECH,13818.0,IT - Software,Information Technology,Information Technology,0.0
ASTRAZEN,13812.0,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0.0
CENTURYTEX,13683.0,Paper Forest & Jute Products,Forest Materials,Commodities,0.0
BIKAJI,13682.0,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0.0
HAPPSTMNDS,13659.0,IT - Software,Information Technology,Information Technology,0.0
HSCL,13631.0,Chemicals & Petrochemicals,Chemicals,Commodities,0.0
NUVOCO,13604.0,Cement & Cement Products,Construction Materials,Commodities,0.0
J&KBANK,13539.0,Banks,Financial Services,Financial Services,0.0
