SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO
IMAGICAA,2855,Leisure Services,Consumer Services,Consumer Discretionary,0
VENUSPIPES,2848,Industrial Products,Capital Goods,Industrials,0
SEQUENT,2846,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
CARERATING,2834,Capital Markets,Financial Services,Financial Services,0
PGIL,2829,Textiles & Apparels,Textiles,Consumer Discretionary,0
HERITGFOOD,2819,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
TARSONS,2804,Healthcare Equipment & Supplies,Healthcare,Healthcare,0
PARAS,2802,Aerospace & Defense,Capital Goods,Industrials,0
BSHSL,2797,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
MAHLOG,2781,Transport Services,Services,Services,0
JINDALPOLY,2769,Industrial Products,Capital Goods,Industrials,0
FIEMIND,2764,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
PSPPROJECT,2754,Construction,Construction,Industrials,0
VENKEYS,2754,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
BBL,2749,Electrical Equipment,Capital Goods,Industrials,0
ISMTLTD,2748,Industrial Products,Capital Goods,Industrials,0
PARAGMILK,2747,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ZAGGLE,2734,IT - Services,Information Technology,Information Technology,0
DEN,2727,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
ASHIANA,2719,Realty,Realty,Consumer Discretionary,0
IOLCP,2712,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
APOLLOPIPE,2710,Industrial Products,Capital Goods,Industrials,0
ANUP,2710,Industrial Manufacturing,Capital Goods,Industrials,0
VPRPL,2701,Construction,Construction,Industrials,0
PFS,2701,Finance,Financial Services,Financial Services,0
SEAMECLTD,2696,Transport Services,Services,Services,0
IMFA,2690,Ferrous Metals,Metals & Mining,Commodities,0
DCAL,2672,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
GANDHAR,2669,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0
GOODLUCK,2665,Industrial Products,Capital Goods,Industrials,0
SATIN,2664,Finance,Financial Services,Financial Services,0
OPTIEMUS,2657,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,0
APCOTEXIND,2653,Industrial Products,Capital Goods,Industrials,0
GIPCL,2645,Power,Power,Utilities,0
BARBEQUE,2624,Leisure Services,Consumer Services,Consumer Discretionary,0
DOLLAR,2614,Textiles & Apparels,Textiles,Consumer Discretionary,0
UNIPARTS,2610,Industrial Manufacturing,Capital Goods,Industrials,0
LUMAXTECH,2605,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
MBAPL,2589,Fertilizers & Agrochemicals,Chemicals,Commodities,0
VINDHYATEL,2589,Telecom - Services,Telecommunication,Telecommunication,0
GOCLCORP,2555,Chemicals & Petrochemicals,Chemicals,Commodities,0
CONFIPET,2544,Gas,Oil Gas & Consumable Fuels,Energy,0
STYRENIX,2543,Chemicals & Petrochemicals,Chemicals,Commodities,0
DIAMONDYD,2536,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SUPRIYA,2535,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
EVEREADY,2522,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
GLOBUSSPR,2514,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
BEPL,2505,Chemicals & Petrochemicals,Chemicals,Commodities,0
UGROCAP,2503,Finance,Financial Services,Financial Services,0
MUFIN,2490,Finance,Financial Services,Financial Services,0
MOREPENLAB,2489,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
MAYURUNIQ,2478,Consumer Durables,Consumer Durables,Consumer Discretionary,0
PARACABLES,2465,Industrial Products,Capital Goods,Industrials,0
TIDEWATER,2464,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0
AXISCADES,2461,IT - Services,Information Technology,Information Technology,0
IKIO,2458,Consumer Durables,Consumer Durables,Consumer Discretionary,0
FOSECOIND,2456,Chemicals & Petrochemicals,Chemicals,Commodities,0
REPCOHOME,2447,Finance,Financial Services,Financial Services,0
ARTEMISMED,2445,Healthcare Services,Healthcare,Healthcare,0
SOTL,2435,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0
ANDHRAPAP,2426,Paper Forest & Jute Products,Forest Materials,Commodities,0
HONDAPOWER,2422,Industrial Manufacturing,Capital Goods,Industrials,0
SIYSIL,2418,Textiles & Apparels,Textiles,Consumer Discretionary,0
HINDOILEXP,2414,Oil,Oil Gas & Consumable Fuels,Energy,0
ARMANFIN,2376,Finance,Financial Services,Financial Services,0
PRECAM,2375,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
INDIAGLYCO,2375,Chemicals & Petrochemicals,Chemicals,Commodities,0
TCNSBRANDS,2375,Textiles & Apparels,Textiles,Consumer Discretionary,0
EMSLIMITED,2355,Other Utilities,Utilities,Utilities,0
SKIPPER,2353,Electrical Equipment,Capital Goods,Industrials,0
DHANI,2341,Finance,Financial Services,Financial Services,0
MMFL,2340,Industrial Products,Capital Goods,Industrials,0
VISHNU,2339,Chemicals & Petrochemicals,Chemicals,Commodities,0
LUMAXIND,2320,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
ALEMBICLTD,2319,Realty,Realty,Consumer Discretionary,0
KRSNAA,2282,Healthcare Services,Healthcare,Healthcare,0
CAMLINFINE,2274,Chemicals & Petrochemicals,Chemicals,Commodities,0
PITTIENG,2262,Industrial Manufacturing,Capital Goods,Industrials,0
MANORAMA,2258,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
YATRA,2252,Leisure Services,Consumer Services,Consumer Discretionary,0
TIRUMALCHM,2244,Chemicals & Petrochemicals,Chemicals,Commodities,0
UDS,2242,Commercial Services & Supplies,Services,Services,0
SIRCA,2242,Consumer Durables,Consumer Durables,Consumer Discretionary,0
SESHAPAPER,2234,Paper Forest & Jute Products,Forest Materials,Commodities,0
BFUTILITIE,2219,Transport Infrastructure,Services,Services,0
IRMENERGY,2214,Gas,Oil Gas & Consumable Fuels,Energy,0
RISHABH,2214,Electrical Equipment,Capital Goods,Industrials,0
RPGLIFE,2209,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
CARYSIL,2204,Consumer Durables,Consumer Durables,Consumer Discretionary,0
SDBL,2204,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ADFFOODS,2197,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ORIENTHOT,2187,Leisure Services,Consumer Services,Consumer Discretionary,0
FILATEX,2179,Textiles & Apparels,Textiles,Consumer Discretionary,0
RPSGVENT,2172,Commercial Services & Supplies,Services,Services,0
63MOONS,2171,IT - Software,Information Technology,Information Technology,0
HUHTAMAKI,2167,Industrial Products,Capital Goods,Industrials,0
EVERESTIND,2165,Cement & Cement Products,Construction Materials,Commodities,0
FINOPB,2164,Banks,Financial Services,Financial Services,0
PCJEWELLER,2164,Consumer Durables,Consumer Durables,Consumer Discretionary,0
GTPL,2159,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
SADHNANIQ,2159,Chemicals & Petrochemicals,Chemicals,Commodities,0
PRECWIRE,2158,Industrial Products,Capital Goods,Industrials,0
ASTEC,2157,Fertilizers & Agrochemicals,Chemicals,Commodities,0
SANGAMIND,2156,Textiles & Apparels,Textiles,Consumer Discretionary,0
XPROINDIA,2148,Industrial Products,Capital Goods,Industrials,0
JINDRILL,2147,Oil,Oil Gas & Consumable Fuels,Energy,0
GANECOS,2144,Textiles & Apparels,Textiles,Consumer Discretionary,0
RUPA,2138,Textiles & Apparels,Textiles,Consumer Discretionary,0
GREENPOWER,2138,Power,Power,Utilities,0
MTNL,2120,Telecom - Services,Telecommunication,Telecommunication,0
KSL,2119,Industrial Products,Capital Goods,Industrials,0
HIL,2119,Consumer Durables,Consumer Durables,Consumer Discretionary,0
ATFL,2118,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ACCELYA,2116,IT - Software,Information Technology,Information Technology,0
SASKEN,2113,IT - Services,Information Technology,Information Technology,0
BHARATWIRE,2099,Industrial Products,Capital Goods,Industrials,0
INDOSTAR,2083,Finance,Financial Services,Financial Services,0
SHRIRAMPPS,2081,Realty,Realty,Consumer Discretionary,0
VIDHIING,2080,Chemicals & Petrochemicals,Chemicals,Commodities,0
SALASAR,2079,Industrial Manufacturing,Capital Goods,Industrials,0
KIRIINDUS,2068,Chemicals & Petrochemicals,Chemicals,Commodities,0
TNPL,2066,Paper Forest & Jute Products,Forest Materials,Commodities,0
ADORWELD,2060,Industrial Products,Capital Goods,Industrials,0
TCPLPACK,2057,Industrial Products,Capital Goods,Industrials,0
JAGRAN,2044,Media,Media Entertainment & Publication,Consumer Discretionary,0
RIIL,2038,Transport Services,Services,Services,0
MANGLMCEM,2036,Cement & Cement Products,Construction Materials,Commodities,0
TTKHLTCARE,2035,Diversified,Diversified,Diversified,0
EXPLEOSOL,2014,IT - Services,Information Technology,Information Technology,0
INSECTICID,2013,Fertilizers & Agrochemicals,Chemicals,Commodities,0
SHK,2010,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
BFINVEST,2009,Finance,Financial Services,Financial Services,0
PANAMAPET,2008,Petroleum Products,Oil Gas & Consumable Fuels,Energy,0
FMGOETZE,2008,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
VAKRANGEE,2008,IT - Services,Information Technology,Information Technology,0
AEROFLEX,2006,Industrial Products,Capital Goods,Industrials,0
THEJO,1999,Industrial Manufacturing,Capital Goods,Industrials,0
VERANDA,1983,Other Consumer Services,Consumer Services,Consumer Discretionary,0
KCP,1982,Cement & Cement Products,Construction Materials,Commodities,0
CANTABIL,1981,Textiles & Apparels,Textiles,Consumer Discretionary,0
MOL,1971,Fertilizers & Agrochemicals,Chemicals,Commodities,0
MARATHON,1962,Realty,Realty,Consumer Discretionary,0
SJS,1952,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
THEMISMED,1943,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
ARVSMART,1939,Realty,Realty,Consumer Discretionary,0
QUICKHEAL,1926,IT - Software,Information Technology,Information Technology,0
SMLISUZU,1915,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,0
GNA,1914,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
DPSCLTD,1909,Power,Power,Utilities,0
SUBEXLTD,1908,IT - Software,Information Technology,Information Technology,0
RAMCOIND,1901,Other Construction Materials,Construction Materials,Commodities,0
SHAKTIPUMP,1901,Industrial Products,Capital Goods,Industrials,0
JASH,1878,Industrial Manufacturing,Capital Goods,Industrials,0
GEOJITFSL,1878,Capital Markets,Financial Services,Financial Services,0
YASHO,1861,Chemicals & Petrochemicals,Chemicals,Commodities,0
MUFTI,1859,Retailing,Consumer Services,Consumer Discretionary,0
BUTTERFLY,1857,Consumer Durables,Consumer Durables,Consumer Discretionary,0
TALBROAUTO,1840,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
CAPACITE,1839,Construction,Construction,Industrials,0
RANEHOLDIN,1830,Finance,Financial Services,Financial Services,0
GOKULAGRO,1826,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
GOLDIAM,1823,Consumer Durables,Consumer Durables,Consumer Discretionary,0
NITINSPIN,1822,Textiles & Apparels,Textiles,Consumer Discretionary,0
NELCO,1816,IT - Hardware,Information Technology,Information Technology,0
VADILALIND,1804,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
MADRASFERT,1783,Fertilizers & Agrochemicals,Chemicals,Commodities,0
HLVLTD,1780,Leisure Services,Consumer Services,Consumer Discretionary,0
VSSL,1773,Industrial Products,Capital Goods,Industrials,0
ROSSELLIND,1772,Aerospace & Defense,Capital Goods,Industrials,0
RAMASTEEL,1771,Industrial Products,Capital Goods,Industrials,0
SUVEN,1760,Healthcare Services,Healthcare,Healthcare,0
5PAISA,1760,Capital Markets,Financial Services,Financial Services,0
UNITECH,1753,Realty,Realty,Consumer Discretionary,0
PNBGILTS,1751,Finance,Financial Services,Financial Services,0
PIXTRANS,1747,Industrial Products,Capital Goods,Industrials,0
CENTUM,1740,Industrial Manufacturing,Capital Goods,Industrials,0
AMRUTANJAN,1736,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
HARIOMPIPE,1731,Industrial Products,Capital Goods,Industrials,0
BCLIND,1718,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
MANINDS,1717,Industrial Products,Capital Goods,Industrials,0
PREMEXPLN,1709,Chemicals & Petrochemicals,Chemicals,Commodities,0
WHEELS,1699,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
NDTV,1691,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
NSIL,1683,Finance,Financial Services,Financial Services,0
SPCENET,1682,Commercial Services & Supplies,Services,Services,0
DHAMPURSUG,1682,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
PENIND,1679,Industrial Manufacturing,Capital Goods,Industrials,0
DREDGECORP,1677,Engineering Services,Services,Services,0
DCW,1672,Chemicals & Petrochemicals,Chemicals,Commodities,0
SURYODAY,1666,Banks,Financial Services,Financial Services,0
GTLINFRA,1665,Telecom - Services,Telecommunication,Telecommunication,0
HIMATSEIDE,1663,Textiles & Apparels,Textiles,Consumer Discretionary,0
UNIVCABLES,1657,Industrial Products,Capital Goods,Industrials,0
DEEPINDS,1645,Oil,Oil Gas & Consumable Fuels,Energy,0
SICALLOG,1645,Transport Services,Services,Services,0
DWARKESH,1640,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SERVOTECH,1635,Electrical Equipment,Capital Goods,Industrials,0
SHANKARA,1634,Retailing,Consumer Services,Consumer Discretionary,0
IGARASHI,1627,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
PUNJABCHEM,1625,Fertilizers & Agrochemicals,Chemicals,Commodities,0
FAIRCHEMOR,1624,Chemicals & Petrochemicals,Chemicals,Commodities,0
ACLGATI,1613,Transport Services,Services,Services,0
COSMOFIRST,1602,Industrial Products,Capital Goods,Industrials,0
BHAGCHEM,1602,Fertilizers & Agrochemicals,Chemicals,Commodities,0
AHL,1600,Finance,Financial Services,Financial Services,0
CONTROLPR,1599,IT - Hardware,Information Technology,Information Technology,0
GVKPIL,1595,Construction,Construction,Industrials,0
HPL,1595,Consumer Durables,Consumer Durables,Consumer Discretionary,0
HERANBA,1593,Fertilizers & Agrochemicals,Chemicals,Commodities,0
INDRAMEDCO,1593,Healthcare Services,Healthcare,Healthcare,0
HITECH,1588,Industrial Products,Capital Goods,Industrials,0
ATULAUTO,1584,Agricultural Commercial & Construction Vehicles,Capital Goods,Industrials,0
SIGACHI,1582,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SPIC,1570,Fertilizers & Agrochemicals,Chemicals,Commodities,0
MVGJL,1563,Consumer Durables,Consumer Durables,Consumer Discretionary,0
VASCONEQ,1557,Construction,Construction,Industrials,0
GENESYS,1550,IT - Services,Information Technology,Information Technology,0
NIITLTD,1549,Other Consumer Services,Consumer Services,Consumer Discretionary,0
AJMERA,1547,Realty,Realty,Consumer Discretionary,0
UTTAMSUGAR,1543,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
GEPIL,1538,Electrical Equipment,Capital Goods,Industrials,0
NAVKARCORP,1535,Transport Services,Services,Services,0
BAJEL,1529,Power,Power,Utilities,0
SHAILY,1527,Industrial Products,Capital Goods,Industrials,0
SPAL,1518,Textiles & Apparels,Textiles,Consumer Discretionary,0
ANDHRSUGAR,1515,Chemicals & Petrochemicals,Chemicals,Commodities,0
APTECHT,1513,Other Consumer Services,Consumer Services,Consumer Discretionary,0
KUANTUM,1501,Paper Forest & Jute Products,Forest Materials,Commodities,0
KITEX,1499,Textiles & Apparels,Textiles,Consumer Discretionary,0
KRISHANA,1499,Fertilizers & Agrochemicals,Chemicals,Commodities,0
CUPID,1494,Personal Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
DPABHUSHAN,1491,Consumer Durables,Consumer Durables,Consumer Discretionary,0
SHALPAINTS,1490,Consumer Durables,Consumer Durables,Consumer Discretionary,0
POKARNA,1488,Consumer Durables,Consumer Durables,Consumer Discretionary,0
MONARCH,1487,Capital Markets,Financial Services,Financial Services,0
STOVEKRAFT,1487,Consumer Durables,Consumer Durables,Consumer Discretionary,0
KABRAEXTRU,1485,Industrial Manufacturing,Capital Goods,Industrials,0
MONTECARLO,1476,Textiles & Apparels,Textiles,Consumer Discretionary,0
OMINFRAL,1467,Construction,Construction,Industrials,0
SURAJEST,1464,Realty,Realty,Consumer Discretionary,0
PENINLAND,1463,Realty,Realty,Consumer Discretionary,0
NACLIND,1462,Fertilizers & Agrochemicals,Chemicals,Commodities,0
KOKUYOCMLN,1453,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
MANGCHEFER,1448,Fertilizers & Agrochemicals,Chemicals,Commodities,0
BLKASHYAP,1441,Construction,Construction,Industrials,0
IGPL,1438,Chemicals & Petrochemicals,Chemicals,Commodities,0
KICL,1437,Finance,Financial Services,Financial Services,0
TAJGVK,1435,Leisure Services,Consumer Services,Consumer Discretionary,0
SYNCOMF,1429,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
EKC,1425,Industrial Manufacturing,Capital Goods,Industrials,0
JITFINFRA,1424,Other Utilities,Utilities,Utilities,0
HARDWYN,1422,Consumer Durables,Consumer Durables,Consumer Discretionary,0
EIHAHOTELS,1411,Leisure Services,Consumer Services,Consumer Discretionary,0
ONWARDTEC,1406,IT - Services,Information Technology,Information Technology,0
ALICON,1401,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
KSOLVES,1399,IT - Software,Information Technology,Information Technology,0
AVTNPL,1392,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SATIA,1388,Paper Forest & Jute Products,Forest Materials,Commodities,0
SUMMITSEC,1385,Finance,Financial Services,Financial Services,0
VALIANTORG,1384,Chemicals & Petrochemicals,Chemicals,Commodities,0
SHREDIGCEM,1380,Cement & Cement Products,Construction Materials,Commodities,0
NELCAST,1379,Industrial Products,Capital Goods,Industrials,0
AGARIND,1378,Chemicals & Petrochemicals,Chemicals,Commodities,0
AWHCL,1377,Other Utilities,Utilities,Utilities,0
NGLFINE,1367,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
MANALIPETC,1362,Chemicals & Petrochemicals,Chemicals,Commodities,0
INDORAMA,1362,Textiles & Apparels,Textiles,Consumer Discretionary,0
HEUBACHIND,1360,Chemicals & Petrochemicals,Chemicals,Commodities,0
OMAXE,1353,Realty,Realty,Consumer Discretionary,0
COFFEEDAY,1347,Leisure Services,Consumer Services,Consumer Discretionary,0
TEXINFRA,1338,Diversified,Diversified,Diversified,0
DCMSRIND,1337,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
AVADHSUGAR,1337,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
OAL,1333,Chemicals & Petrochemicals,Chemicals,Commodities,0
RML,1332,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
REFEX,1330,Chemicals & Petrochemicals,Chemicals,Commodities,0
GULPOLY,1321,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ROTO,1321,Industrial Products,Capital Goods,Industrials,0
MARINE,1316,Industrial Manufacturing,Capital Goods,Industrials,0
RAMRAT,1315,Electrical Equipment,Capital Goods,Industrials,0
SASTASUNDR,1301,Healthcare Services,Healthcare,Healthcare,0
SATINDLTD,1300,Industrial Products,Capital Goods,Industrials,0
BLISSGVS,1297,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SOLARA,1296,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
GMBREW,1294,Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
MATRIMONY,1292,Retailing,Consumer Services,Consumer Discretionary,0
ATL,1286,Transport Infrastructure,Services,Services,0
STERTOOLS,1285,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
INDIANHUME,1283,Industrial Manufacturing,Capital Goods,Industrials,0
CLSEL,1278,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
TVTODAY,1275,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
REPRO,1262,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,0
IMPAL,1260,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
STEELCAS,1253,Industrial Products,Capital Goods,Industrials,0
HESTERBIO,1242,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
LINCOLN,1226,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
ZOTA,1217,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
INDNIPPON,1210,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
XCHANGING,1203,IT - Software,Information Technology,Information Technology,0
STEELXIND,1190,Industrial Products,Capital Goods,Industrials,0
CENTRUM,1179,Finance,Financial Services,Financial Services,0
FOCUS,1174,Consumer Durables,Consumer Durables,Consumer Discretionary,0
RICOAUTO,1174,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
KOPRAN,1164,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
BIGBLOC,1161,Cement & Cement Products,Construction Materials,Commodities,0
JAYBARMARU,1158,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
GICHSGFIN,1157,Finance,Financial Services,Financial Services,0
TFCILTD,1152,Finance,Financial Services,Financial Services,0
SHIVALIK,1151,Fertilizers & Agrochemicals,Chemicals,Commodities,0
DLINKINDIA,1149,IT - Hardware,Information Technology,Information Technology,0
ONMOBILE,1141,Telecom - Services,Telecommunication,Telecommunication,0
EXCELINDUS,1140,Chemicals & Petrochemicals,Chemicals,Commodities,0
HERCULES,1136,Industrial Manufacturing,Capital Goods,Industrials,0
GRMOVER,1134,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ARIHANTSUP,1128,Realty,Realty,Consumer Discretionary,0
TRACXN,1128,Commercial Services & Supplies,Services,Services,0
TREL,1115,Transport Services,Services,Services,0
DVL,1114,Diversified,Diversified,Diversified,0
UNIENTER,1114,Chemicals & Petrochemicals,Chemicals,Commodities,0
AGSTRA,1107,Financial Technology (Fintech),Financial Services,Financial Services,0
LIKHITHA,1105,Construction,Construction,Industrials,0
DOLATALGO,1101,Capital Markets,Financial Services,Financial Services,0
GANESHBE,1100,Oil,Oil Gas & Consumable Fuels,Energy,0
SKYGOLD,1096,Consumer Durables,Consumer Durables,Consumer Discretionary,0
KAMOPAINTS,1078,Consumer Durables,Consumer Durables,Consumer Discretionary,0
FAZE3Q,1075,Textiles & Apparels,Textiles,Consumer Discretionary,0
CHEMCON,1074,Chemicals & Petrochemicals,Chemicals,Commodities,0
GFLLIMITED,1071,Finance,Financial Services,Financial Services,0
SMCGLOBAL,1065,Capital Markets,Financial Services,Financial Services,0
CONSOFINVT,1064,Finance,Financial Services,Financial Services,0
INFOBEAN,1062,IT - Software,Information Technology,Information Technology,0
SNOWMAN,1061,Transport Services,Services,Services,0
ASIANENE,1060,Oil,Oil Gas & Consumable Fuels,Energy,0
CREATIVE,1057,Commercial Services & Supplies,Services,Services,0
RAJRILTD,1057,Textiles & Apparels,Textiles,Consumer Discretionary,0
NINSYS,1053,IT - Software,Information Technology,Information Technology,0
V2RETAIL,1048,Retailing,Consumer Services,Consumer Discretionary,0
SPORTKING,1048,Textiles & Apparels,Textiles,Consumer Discretionary,0
MKPL,1045,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SBGLP,1044,Realty,Realty,Consumer Discretionary,0
RUSHIL,1042,Consumer Durables,Consumer Durables,Consumer Discretionary,0
BAJAJHCARE,1040,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
BODALCHEM,1039,Chemicals & Petrochemicals,Chemicals,Commodities,0
WEBELSOLAR,1037,Electrical Equipment,Capital Goods,Industrials,0
CSLFINANCE,1033,Finance,Financial Services,Financial Services,0
RSWM,1027,Textiles & Apparels,Textiles,Consumer Discretionary,0
RAMCOSYS,1027,IT - Software,Information Technology,Information Technology,0
PANACEABIO,1026,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
NAHARSPING,1022,Textiles & Apparels,Textiles,Consumer Discretionary,0
JAGSNPHARM,1022,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
SKMEGGPROD,1021,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
DBOL,1014,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ACL,1008,Cement & Cement Products,Construction Materials,Commodities,0
SMSPHARMA,1007,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,0
NCLIND,1004,Cement & Cement Products,Construction Materials,Commodities,0
VHL,1000,Finance,Financial Services,Financial Services,0
NDRAUTO,999,Auto Components,Automobile and Auto Components,Consumer Discretionary,0
LINC,996,Household Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ONEPOINT,994,Commercial Services & Supplies,Services,Services,0
ALLSEC,992,Commercial Services & Supplies,Services,Services,0
RGL,986,Consumer Durables,Consumer Durables,Consumer Discretionary,0
AMBIKCO,986,Textiles & Apparels,Textiles,Consumer Discretionary,0
KAMDHENU,983,Industrial Products,Capital Goods,Industrials,0
KELLTONTEC,980,IT - Software,Information Technology,Information Technology,0
SPENCERS,978,Retailing,Consumer Services,Consumer Discretionary,0
ICEMAKE,972,Industrial Manufacturing,Capital Goods,Industrials,0
MOTISONS,966,Consumer Durables,Consumer Durables,Consumer Discretionary,0
SRHHYPOLTD,965,Chemicals & Petrochemicals,Chemicals,Commodities,0
SCHAND,961,Printing & Publication,Media Entertainment & Publication,Consumer Discretionary,0
GPTINFRA,960,Construction,Construction,Industrials,0
ASIANTILES,959,Consumer Durables,Consumer Durables,Consumer Discretionary,0
MAGADSUGAR,958,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
SUTLEJTEX,958,Textiles & Apparels,Textiles,Consumer Discretionary,0
DYCL,954,Industrial Products,Capital Goods,Industrials,0
RADIANTCMS,952,Commercial Services & Supplies,Services,Services,0
PPL,952,Industrial Products,Capital Goods,Industrials,0
E2E,952,IT - Services,Information Technology,Information Technology,0
CENTENKA,946,Textiles & Apparels,Textiles,Consumer Discretionary,0
ZEEMEDIA,944,Entertainment,Media Entertainment & Publication,Consumer Discretionary,0
GANDHITUBE,942,Industrial Products,Capital Goods,Industrials,0
MSPL,938,Industrial Products,Capital Goods,Industrials,0
YUKEN,930,Industrial Products,Capital Goods,Industrials,0
EIMCOELECO,926,Industrial Manufacturing,Capital Goods,Industrials,0
HIRECT,922,Industrial Manufacturing,Capital Goods,Industrials,0
TRU,922,Finance,Financial Services,Financial Services,0
AMNPLST,922,Chemicals & Petrochemicals,Chemicals,Commodities,0
UGARSUGAR,921,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0
ORIENTPPR,921,Paper Forest & Jute Products,Forest Materials,Commodities,0
HPAL,919,Chemicals & Petrochemicals,Chemicals,Commodities,0
SREEL,918,Consumer Durables,Consumer Durables,Consumer Discretionary,0
SPECIALITY,906,Leisure Services,Consumer Services,Consumer Discretionary,0
JUBLINDS,904,Chemicals & Petrochemicals,Chemicals,Commodities,0
TNPETRO,904,Chemicals & Petrochemicals,Chemicals,Commodities,0
VIMTALABS,896,Healthcare Services,Healthcare,Healthcare,0
